i,score,my,my_sen,else,else_sen,nice,nice_sen,honest,honest_sen
427,3,3,0.8337,2,-0.7615,4,0.9268,3,0.6478
428,4,4,0.6597,3,-0.2732,3,0.5187,3,0.6068
429,2,2,0.6486,2,-0.6369,3,0.7553,2,0.8338
430,4,3,0.058,2,-0.7654,3,0.7717,3,0.6865
431,2,3,0.8271,2,-0.9231,3,0.9109,3,-0.1531
432,5,4,0.8622,4,0.1779,4,0.8943,4,0.8957
433,2,3,0.4576,3,-0.8276,3,0.6187,3,0.8173
434,5,3,0.8519,3,-0.2134,3,0.9611,2,0.0333
435,2,3,0.9209,2,-0.5859,3,0.4678,3,0.9568
436,4,3,0.8857,2,-0.6494,3,0.9589,3,-0.7657
437,2,2,0.1397,2,-0.7579,3,0.9244,2,0.8126
438,2,3,0.1655,2,-0.7549,3,0.9085,3,0.8873
439,3,2,0.1531,2,-0.4533,3,0.9312,2,-0.6605
440,3,2,-0.4404,2,-0.7783,2,0.8149,2,-0.836
441,3,3,0.9432,3,0.7431,3,0.9498,3,0.9927
442,3,2,0.5045,2,-0.1557,3,0.9688,2,-0.706
443,3,3,0.7783,3,0.2799,4,0.8553,3,0.9442
444,5,4,0.872,3,-0.2617,4,0.9382,3,0.8617
445,3,2,-0.2865,2,-0.875,3,0.4215,2,-0.8426
446,2,3,0.053,2,-0.1901,3,0.9453,3,0.9286
447,2,3,0.9642,3,-0.296,3,0.8941,3,0.9167
448,2,3,-0.4744,2,-0.8452,3,0.8455,3,0.0644
449,3,3,0.6956,2,-0.6059,3,0.9647,3,-0.5353
450,3,2,0.8008,2,-0.9545,3,0.81,2,0.8838
451,4,3,0.8612,3,0.0387,4,0.9134,3,0.8467
452,6,5,0.6956,5,0.5267,5,0.9492,4,0.907
453,3,2,0.7783,2,-0.2263,3,0.9722,2,-0.4767
454,2,2,0.4522,2,0.6124,3,0.9199,2,-0.2263
455,4,3,0.7178,3,0.7962,4,0.9595,3,0.7986
456,2,2,0.295,2,-0.8157,2,0.9701,2,-0.7494
457,2,2,0.891,2,-0.1531,3,0.75,2,0.3612
458,3,3,0.857,2,-0.7184,3,0.957,3,-0.026
459,2,2,-0.8946,2,-0.9429,3,0.9881,2,-0.1295
460,2,3,0.6808,2,-0.3182,3,0.9764,2,0.1744
461,4,4,0.6046,4,0.436,4,0.9618,3,0.7311
462,6,4,0.6808,3,0.6292,4,0.936,3,0.9358
463,3,3,0.9142,2,-0.101,4,0.9607,3,0.469
464,2,2,0.7416,2,0.3612,3,0.8268,2,0.0387
465,2,2,0.2495,2,0.4767,3,0.9659,2,-0.015
466,2,2,0.3415,2,-0.6771,2,0.7777,2,-0.7849
467,1,3,0.7351,2,-0.8052,3,0.7901,2,-0.7351
468,4,3,0.9432,3,-0.5499,3,0.8903,3,0.9562
469,2,2,-0.6872,2,-0.8779,3,0.2617,3,-0.6908
470,4,4,0.8658,4,0.9347,4,0.8885,4,0.8357
471,2,3,0.3497,2,0.3427,3,0.9808,2,-0.6
472,1,2,0.4206,2,-0.8016,2,0.8585,2,0.5106
473,2,2,0.4657,2,-0.8605,2,0.234,2,-0.6461
474,2,2,0.5472,2,-0.7327,3,0.6908,2,-0.4133
475,3,3,0.9564,4,0.6908,4,0.931,4,0.631
476,3,2,-0.8405,2,0.7876,3,-0.1027,2,-0.1174
477,2,3,0.659,2,-0.8273,3,0.8585,3,-0.3314
478,3,3,0.5984,3,0.7912,3,0.7935,3,-0.7813
479,2,3,0.8369,2,0.2023,3,0.6124,2,-0.765
480,3,2,0.1911,2,-0.7588,3,0.8118,2,0.0772
481,3,3,0.7842,3,0.705,3,0.9728,3,0.6757
482,2,3,0.0387,2,-0.6705,3,-0.3612,3,-0.1406
483,4,3,0.5267,4,0.4118,4,0.8126,3,-0.8248
484,3,3,0.6361,3,-0.0387,3,0.8074,3,0.9354
485,3,3,0.7906,3,0.2238,4,0.8944,3,0.4118
486,4,3,0.8271,3,0.6335,4,0.9939,3,0.8519
487,3,3,0.7096,2,-0.4046,3,0.8255,2,-0.6808
488,3,3,0.0689,2,0.5098,4,0.8957,3,-0.4113
489,2,3,0.6538,2,-0.6233,3,0.9611,2,0.9063
490,3,4,0.5106,3,-0.8024,3,0.973,3,0.8856
491,3,3,0.8338,2,0.742,3,0.95,3,0.296
492,1,3,-0.8128,2,-0.8348,3,0.9426,2,-0.1016
493,2,3,0.8548,2,0.8047,3,0.7964,3,0.2936
494,3,2,-0.3612,2,-0.9408,3,0.9582,2,-0.7717
495,2,2,-0.34,2,-0.7356,2,-0.5202,2,-0.5817
496,3,3,-0.825,2,-0.8389,3,0.8999,2,0.8126
497,4,3,-0.0865,2,-0.8201,3,0.9475,2,0.8763
498,3,3,0.875,2,0.6514,3,0.9571,3,0.8718
499,2,3,0.5921,3,0.8271,3,0.939,2,0.0102
500,3,3,0.819,3,0.34,3,0.9011,3,-0.4028
501,1,2,0.048,2,-0.9024,3,0.8554,2,-0.5472
502,3,3,0.8149,2,-0.077,3,0.8122,3,0.575
503,4,3,0.5256,3,-0.7783,3,0.875,2,-0.2732
504,3,3,-0.7003,2,-0.9068,4,0.9271,3,0.6861
505,2,3,-0.1779,2,0.7684,3,0.9293,3,-0.631
506,3,2,0.8422,2,0.1001,3,0.9773,3,0.1027
507,4,4,0.6557,4,0.6956,4,0.9558,3,0.1779
508,3,3,0.8271,3,0.2509,3,0.936,3,0.4898
509,2,2,0.0258,2,-0.5802,3,0.9561,3,-0.0094
510,2,3,0.796,3,-0.2263,3,0.8356,3,0.6757
511,2,2,-0.1901,2,-0.8442,2,-0.0994,2,-0.226
512,3,3,0.8573,2,0.8422,3,0.9531,3,-0.2393
513,2,3,0.0294,3,0.2144,3,0.9755,2,0.51
514,3,3,0.6124,3,-0.5284,3,0.9766,3,0.9766
515,4,3,-0.0156,3,0.8775,3,0.7351,3,0.6249
516,2,2,0.398,2,-0.9002,3,0.9217,2,-0.8402
517,3,3,0.8807,2,-0.4404,3,0.8885,3,0.5423
518,4,3,0.5859,3,-0.8807,4,0.9669,3,0.9473
519,6,4,-0.0516,4,0.6701,4,0.9442,3,0.3321
520,3,4,0.7845,3,-0.2732,4,0.9016,3,0.8998
521,4,4,0.8074,4,0.9001,4,0.85,3,-0.0258
522,3,3,-0.6118,2,-0.966,3,0.9652,2,-0.5041
523,2,2,0.9468,2,0.5187,3,0.8655,2,-0.6486
524,1,2,0.709,2,0.0258,3,0.8026,2,0.7772
525,5,4,0.891,3,-0.3506,3,0.9192,3,-0.8573
526,5,4,0.6124,3,0.7964,4,0.9274,3,-0.7684
527,5,3,0.7717,4,0.7178,4,0.4118,3,0.9153
528,3,4,0.8847,4,0.81,4,0.9311,3,0.8893
529,1,2,0.9391,2,-0.7253,3,0.7311,2,-0.709
530,4,3,0.872,3,-0.7096,4,0.7871,3,0.7755
531,2,2,-0.866,2,-0.8689,2,0.4345,2,-0.9003
532,2,3,0.3182,2,-0.8924,3,0.8658,2,-0.8992
533,3,3,0.7769,3,0.4939,4,0.9052,3,0.1901
534,4,3,0.76,3,0.8691,4,0.9468,3,0.7674
535,3,3,0.7783,2,-0.0534,3,0.9551,2,0.8519
536,2,3,0.8481,2,-0.7783,3,0.9686,3,0.3818
537,3,4,0.7089,4,0.9032,4,0.9139,3,0.8976
538,2,3,0.9488,3,0.6908,4,0.5719,3,0.948
539,4,4,0.8126,3,0.7311,4,0.907,3,0.7269
540,5,3,0.9599,3,0.4641,3,0.8401,3,0.9118
541,2,3,-0.7684,3,0.7613,4,0.8999,3,-0.6908
542,3,3,0.8555,3,-0.0516,4,0.8842,3,0.7964
543,2,2,-0.6262,2,-0.5628,3,0.9788,2,-0.4939
544,3,2,0.5106,2,0.2708,3,0.8353,2,-0.9545
545,4,4,0.8885,3,0.295,3,0.944,3,0.8055
546,2,2,0.7795,2,-0.5574,3,0.9208,2,0.1764
547,3,3,0.8442,2,-0.4767,3,0.9257,2,0.5553
548,3,2,0.6151,2,-0.2516,3,0.714,2,0.7506
549,3,2,-0.8103,2,-0.5859,3,0.9852,2,0.138
550,4,3,0.6705,2,-0.4215,3,0.9081,3,0.7926
551,4,4,0.9354,4,0.9517,4,0.8126,4,0.9075
552,3,4,0.8549,3,-0.1923,4,0.8573,3,0.8761
553,2,3,0.7351,2,-0.9578,3,0.9323,2,0.6808
554,5,3,-0.7655,3,-0.7506,4,0.8225,2,-0.1027
555,3,3,-0.5439,2,-0.7964,3,0.9544,3,-0.4019
556,4,3,-0.128,2,-0.2624,3,0.9656,3,-0.4404
557,2,3,0.962,2,-0.5927,4,0.8941,3,0.8415
558,3,3,-0.9001,2,-0.802,3,0.8779,2,-0.3331
559,2,2,0.9505,2,-0.5255,3,0.9432,2,0.5106
560,2,2,-0.8722,2,-0.5505,3,0.6848,2,0.1154
561,5,4,0.9081,4,-0.0102,5,0.9783,4,0.8578
562,3,3,0.2732,3,-0.8321,3,0.9394,3,0.8221
563,2,2,-0.9002,1,-0.6597,2,0.4389,2,-0.8402
564,4,3,0.6597,2,-0.8549,3,0.8201,3,-0.2382
565,2,2,0.4042,2,0.3708,3,0.9697,2,0.8294
566,3,3,0.5423,2,-0.6597,3,0.9722,2,-0.7683
567,2,2,0.771,2,-0.7984,3,0.9193,2,-0.9613
568,3,4,0.4404,3,0.7351,4,0.8934,3,-0.9055
569,3,2,-0.6041,2,-0.7003,2,0.9048,2,-0.8468
570,2,2,-0.3182,2,-0.981,2,0.9589,2,0.1516
571,2,2,-0.6249,2,-0.7269,2,0.7964,2,-0.5513
572,4,4,0.6124,5,0.765,4,0.9601,4,0.6542
573,3,4,0.8777,4,-0.208,4,0.684,3,-0.872
574,3,4,0.9186,3,0.3071,4,0.9489,3,0.9126
575,5,4,0.6021,3,-0.4168,4,0.9231,3,0.8151
576,4,4,0.836,3,-0.7351,4,0.743,3,0.5057
577,3,3,0.1531,2,-0.1231,3,0.9115,2,-0.8924
578,3,3,0.9179,3,-0.1779,4,0.8248,3,0.2382
579,3,4,0.8225,3,0.8944,3,0.9508,3,-0.5445
580,4,4,0.5834,2,-0.924,3,0.9757,3,0.6801
581,4,4,0.7717,3,0.9253,4,-0.3903,3,0.8176
582,3,2,0.2708,2,0.5127,3,0.9403,3,-0.895
583,2,2,0.1313,2,0.8462,3,0.9437,2,-0.9294
584,2,2,-0.5574,2,-0.7901,3,0.9518,2,0.9061
585,3,3,0.0644,2,-0.4767,3,0.743,2,0.431
586,2,3,0.5719,3,0.9178,3,0.7345,3,0.5574
587,3,2,-0.7615,3,-0.5513,3,0.953,2,-0.0927
588,4,4,0.7178,4,0.798,4,0.9373,4,0.7299
589,3,3,0.5006,3,0.101,3,0.9491,3,0.9306
590,2,2,0.75,2,-0.3792,3,0.9617,2,-0.8763
591,2,3,0.6808,3,0.4118,3,0.9089,3,0.9267
592,2,2,0.3597,2,0.8017,3,0.9428,2,0.1501
593,4,3,0.5334,3,0.7615,3,0.9104,3,0.3612
594,2,2,-0.4473,2,-0.8984,3,0.8999,2,0.7402
595,4,3,0.9349,3,-0.7278,3,0.7345,3,0.7392
596,4,2,-0.9339,2,-0.7812,2,0.8248,2,-0.7975
597,5,4,-0.1171,3,-0.4588,4,0.9371,3,0.9265
598,1,3,0.5927,3,-0.4782,3,0.9515,3,0.771
599,3,2,0.7799,2,-0.8519,3,0.8255,2,-0.8689
600,4,3,0.743,3,-0.5267,3,0.9512,3,-0.7307
601,1,3,-0.5584,2,-0.6025,3,0.9421,2,0.4109
602,4,4,0.7269,4,0.8477,4,0.936,3,0.93
603,3,4,0.6705,3,-0.6486,3,0.8975,3,-0.4019
604,1,2,-0.839,2,-0.5859,2,0.9459,2,-0.9834
605,3,3,0.6908,2,-0.7173,3,0.9545,2,0.5199
606,4,3,0.7351,3,-0.2912,3,0.882,3,0.9055
607,3,3,0.8016,2,-0.3415,3,0.9712,3,0.2382
608,3,4,0.7814,3,0.802,4,0.9873,3,0.4588
609,2,2,-0.7594,2,-0.6808,3,0.9008,2,0.0
610,3,3,0.7152,3,0.3013,3,0.9121,2,0.4215
611,2,2,-0.5047,2,-0.7184,3,0.6955,2,-0.8319
612,4,3,0.5423,3,0.048,3,0.9555,3,0.8934
613,2,3,0.9161,2,-0.659,3,0.9545,2,-0.4655
614,4,3,0.6486,3,0.4215,4,0.8876,3,0.6419
615,1,2,0.8095,2,-0.7943,3,0.9485,2,0.5256
616,3,3,0.4572,2,-0.9127,3,0.7845,3,-0.0976
617,3,3,-0.0387,3,-0.6679,3,0.9426,2,0.9252
618,2,2,-0.7684,2,0.7351,3,0.9274,2,-0.8727
619,2,3,-0.6609,3,-0.7656,3,0.9465,3,0.9062
620,4,3,0.9231,3,-0.775,3,0.9403,3,0.8898
621,2,3,-0.0129,2,0.1621,4,0.9134,3,-0.3618
622,2,3,0.7351,3,0.3071,3,-0.5974,3,0.6648
623,2,3,-0.2023,2,0.7571,3,0.8309,2,0.5859
624,2,3,0.4588,3,-0.8724,3,0.8791,3,-0.1154
625,3,3,0.4118,2,0.8922,3,0.8553,3,-0.5876
626,2,2,-0.9023,2,-0.6215,3,0.8174,2,0.4678
627,3,4,0.6746,3,-0.8462,3,0.9477,3,0.4215
628,1,2,-0.8686,2,-0.8726,3,0.9371,2,-0.6904
629,3,3,0.9178,2,0.5023,3,0.9569,3,0.6908
630,2,3,0.743,2,0.5927,3,0.9537,3,0.6369
631,3,2,0.0516,2,-0.9002,3,0.9633,2,0.905
632,4,4,0.5574,3,-0.6908,4,0.886,3,0.631
633,2,3,0.7096,2,-0.296,3,0.9733,2,0.9168
634,5,3,0.4215,3,0.8718,4,0.9353,3,-0.6833
635,3,2,0.0516,2,-0.7755,3,0.9335,2,-0.6808
636,3,3,0.8442,3,-0.3182,3,0.8676,3,0.4215
637,2,2,0.8042,2,-0.7003,3,0.9665,2,-0.8514
638,3,3,0.9393,2,-0.8744,3,0.9426,2,0.2836
639,3,3,0.6187,3,0.5859,3,0.6996,2,-0.1247
640,3,4,0.8313,3,0.7677,4,0.9538,3,0.8422
641,4,3,0.9108,2,-0.9756,3,0.6428,3,0.8519
642,2,4,0.8519,4,0.6059,4,0.9601,4,0.8834
643,2,4,0.8248,3,0.8789,4,0.9257,3,0.8883
644,3,3,0.128,2,-0.9608,3,0.7871,3,0.1531
645,3,3,0.6801,2,-0.6377,3,0.9647,3,0.5267
646,2,2,0.7751,2,-0.8438,3,0.9656,3,-0.4284
647,1,2,-0.0258,2,-0.6256,3,0.934,2,0.4215
648,2,2,0.4522,2,-0.7359,3,0.8398,3,0.7548
649,2,2,0.5023,2,-0.6002,3,0.9771,2,0.4761
650,2,2,0.9591,2,-0.34,3,0.9564,2,0.3818
651,3,3,0.9058,3,0.7178,4,0.8481,3,0.4767
652,4,4,0.9632,4,0.4582,4,0.9422,3,0.9118
653,3,2,0.8856,2,-0.0516,3,0.9558,2,-0.9434
654,2,3,0.1618,2,-0.4417,3,0.9638,2,0.8934
655,3,4,0.6124,3,0.9129,4,0.9433,3,0.2382
656,6,4,0.5994,3,0.7783,4,0.9441,3,-0.2732
657,3,3,0.4391,3,0.7414,3,0.8436,3,0.836
658,4,2,0.6808,2,-0.1461,3,0.8057,3,-0.9218
659,2,3,0.8118,3,0.2617,3,0.968,2,0.6475
660,3,3,0.8271,3,-0.9393,3,0.9216,3,0.9575
661,4,3,0.2716,3,-0.6249,3,0.8922,3,0.6504
662,5,4,0.9393,3,0.9531,4,0.9117,3,0.9088
663,3,3,0.4759,2,-0.3182,3,0.5423,3,0.3182
664,1,2,0.9007,1,-0.3612,2,0.9629,2,0.4628
665,3,3,0.4939,3,0.9586,4,0.8595,3,0.9785
666,2,3,0.4736,2,0.8625,3,0.8516,3,-0.7764
667,3,4,0.5859,3,0.7543,4,0.9556,3,0.7218
668,2,3,0.4571,2,-0.0516,3,0.8435,2,-0.9546
669,1,3,0.6297,2,0.8724,3,0.8436,2,-0.2828
670,2,3,0.7391,3,-0.0644,3,0.9467,3,0.9177
671,2,3,0.9342,2,-0.128,3,0.7263,3,0.8932
672,2,3,0.8656,3,0.2135,4,0.9245,3,0.7056
673,4,3,0.836,4,-0.5859,3,0.9123,3,-0.0258
674,3,3,0.9153,3,-0.1909,3,0.9419,2,-0.8396
675,4,3,-0.2263,4,0.9186,3,0.9392,3,0.7086
676,3,3,0.926,2,-0.4767,3,0.9585,3,0.7269
677,3,3,0.8338,2,-0.2263,3,0.8745,2,0.9552
678,2,3,0.8519,2,0.296,3,0.953,2,0.5574
679,4,3,0.8225,4,0.5994,4,0.9685,3,0.3182
680,4,2,-0.8531,2,-0.8555,3,0.9165,2,0.2048
681,4,4,0.8225,3,-0.1117,4,0.931,3,0.8832
682,2,2,0.2333,2,-0.89,3,0.6705,2,-0.001
683,2,2,-0.8787,2,-0.486,3,0.69,2,-0.2469
684,3,3,-0.3516,3,-0.8227,3,0.9467,2,-0.8253
685,3,3,0.7099,2,-0.5336,3,0.9614,2,0.5106
686,3,3,0.296,3,0.2617,4,0.4215,3,0.9531
687,2,2,0.836,2,-0.818,2,-0.303,2,0.8625
688,5,4,0.5407,4,0.7845,4,0.8807,3,0.8555
689,3,2,-0.708,2,0.4588,3,0.9279,2,-0.8359
690,2,3,-0.9405,2,-0.2991,3,0.9311,3,0.25
691,4,4,0.7845,4,0.8442,4,0.875,4,0.9008
692,3,3,0.8357,3,-0.8047,3,0.9072,3,0.9595
693,5,4,0.5927,4,0.7308,4,0.9618,3,0.8555
694,4,2,-0.1739,2,-0.9266,3,0.9273,2,-0.8827
695,4,4,0.8591,5,0.8792,4,0.9501,4,0.8883
696,2,3,0.7615,3,0.802,4,0.9829,3,0.979
697,3,3,0.1901,2,-0.4019,4,0.9824,3,0.653
698,3,3,0.7635,2,0.7063,3,0.9207,2,-0.934
699,3,4,0.5341,3,0.7903,3,0.9541,3,-0.128
700,3,3,0.4112,2,0.0873,3,0.9467,2,0.4672
701,3,3,0.8176,3,0.8721,3,0.775,3,0.7351
702,3,3,0.9231,3,-0.3071,3,0.8221,3,0.9463
703,4,3,0.7814,3,-0.4033,3,0.8356,3,0.3167
704,2,2,0.9118,2,-0.6124,3,-0.3818,2,-0.8519
705,3,3,0.0644,3,0.7501,3,0.9712,3,0.907
706,2,3,-0.5489,2,-0.9399,3,0.9483,3,0.8857
707,4,3,0.6482,3,0.4576,3,0.9719,3,0.8462
708,2,2,0.1145,2,0.1665,3,0.8197,2,0.3818
709,3,3,0.7391,2,-0.8658,3,0.7843,3,0.6124
710,4,2,-0.7184,3,-0.8058,3,0.5182,2,0.1531
711,3,3,0.9408,3,-0.7966,3,0.9348,3,0.5719
712,3,3,0.4472,2,-0.8573,3,0.979,3,0.6478
713,4,3,0.7769,3,0.7218,3,0.9514,3,0.6407
714,3,3,0.3804,3,-0.6705,3,0.9199,3,0.8442
715,2,2,0.9168,2,-0.7845,3,0.946,2,0.2023
716,2,3,-0.5794,2,-0.7469,3,0.7615,2,-0.9715
717,2,3,-0.714,3,0.8655,3,0.7457,3,0.8699
718,3,3,0.8016,2,-0.6936,3,0.8126,3,0.8225
719,2,2,0.8934,2,0.0493,3,0.9678,2,0.3716
720,3,3,0.5563,2,-0.9524,3,0.9414,2,0.9535
721,1,3,-0.7104,2,-0.6765,3,0.8375,2,0.9668
722,2,2,-0.8074,2,-0.8273,3,0.9781,2,-0.8885
723,4,3,0.6833,3,-0.7311,4,0.9426,3,0.7992
724,2,2,-0.4678,2,-0.9403,3,0.8979,2,-0.4869
725,1,2,0.1154,2,0.6834,3,0.9877,2,0.6486
726,2,3,0.7876,2,-0.743,3,0.7772,3,0.7876
727,3,3,-0.5526,2,-0.8658,3,0.6792,2,0.6124
728,1,3,-0.9455,2,-0.9398,3,0.631,2,-0.0274
729,2,3,0.4767,3,-0.3062,3,0.8126,3,0.9001
730,3,3,0.8176,2,-0.1027,3,0.6486,3,-0.5719
731,3,3,0.9274,2,0.1131,3,0.8566,3,-0.6701
732,4,4,0.8756,4,0.5047,4,0.8908,4,0.928
733,2,2,-0.6541,2,-0.8975,3,0.9336,2,0.4754
734,2,2,-0.8924,2,-0.6249,3,0.9742,2,-0.25
735,4,3,0.4588,3,0.3167,3,0.7514,3,0.8376
736,3,3,-0.7579,2,-0.3311,3,0.8805,3,-0.296
737,4,3,-0.4497,3,-0.296,3,0.8122,3,0.8126
738,2,2,0.4588,3,-0.5732,3,0.9782,2,-0.8403
739,1,2,-0.6131,2,-0.8876,3,0.9674,2,0.8221
740,2,3,0.8481,3,0.2632,3,0.883,3,0.25
741,4,3,0.62,3,-0.9319,4,0.8979,3,-0.8807
742,2,3,0.7932,3,0.7577,4,0.9758,3,0.8402
743,1,2,0.9209,2,-0.296,3,0.7311,2,-0.2259
744,4,4,0.9394,4,0.9174,4,0.9204,3,-0.7215
745,2,2,-0.3948,2,-0.3612,3,0.977,2,0.9131
746,5,3,0.8625,3,0.09,3,0.7389,3,0.7902
747,6,3,0.5994,4,0.7783,4,0.8126,3,0.9472
748,2,2,-0.7096,2,-0.4879,2,0.9336,2,-0.5423
749,3,2,-0.0808,2,-0.8658,2,0.9701,2,0.0873
750,3,3,0.875,2,-0.6124,3,0.8779,2,-0.6135
751,3,2,0.4053,2,-0.431,3,0.8832,2,0.9773
752,4,2,-0.9526,2,-0.4226,3,0.8975,2,-0.2222
753,2,3,-0.4235,2,-0.8915,3,0.9404,2,-0.3612
754,3,3,0.5719,2,-0.6597,3,0.8697,3,0.2382
755,4,3,0.9584,2,0.8151,3,0.8475,3,0.6808
756,2,3,0.8442,2,0.8608,3,0.8381,3,-0.8308
757,5,4,0.5859,4,0.1901,4,0.9062,4,0.4019
758,2,3,0.9442,2,-0.5337,3,0.7096,3,0.6956
759,4,3,0.5946,2,-0.9035,3,0.3694,2,-0.5729
760,5,3,0.7876,4,0.9186,4,0.886,4,0.7003
761,4,3,0.7843,3,0.6808,4,0.8519,3,0.5
762,4,3,0.3612,3,-0.4137,4,0.9503,3,-0.9554
763,3,2,0.9284,2,0.7288,3,0.7579,3,0.5382
764,4,3,0.775,3,0.4404,3,0.6059,3,0.5222
765,2,3,0.4215,2,0.2238,3,0.92,3,-0.6583
766,4,2,-0.1891,2,0.1531,3,0.9346,2,-0.296
767,4,2,0.5563,2,0.4767,3,0.9349,2,0.9211
768,2,3,0.9348,2,0.9278,3,0.9358,2,-0.7927
769,1,2,-0.6712,2,-0.8254,2,0.8777,2,0.5994
770,3,3,0.4215,2,0.4767,3,0.2708,3,0.8071
771,3,3,0.4305,2,-0.9628,3,0.9618,2,0.7427
772,1,2,0.8042,2,-0.754,3,0.9743,2,-0.7935
773,3,3,0.6013,2,0.5659,3,0.9377,3,-0.9311
774,3,3,0.431,3,0.8624,3,0.9633,3,0.3981
775,2,2,0.5493,2,0.5106,3,0.9059,2,0.0754
776,2,3,0.4208,2,-0.8807,2,-0.1747,2,0.4902
777,4,3,0.4019,2,-0.6965,3,0.7569,3,-0.4424
778,4,3,0.7506,2,0.5499,4,0.9736,3,0.6369
779,4,4,0.8873,3,0.7783,4,0.7577,3,0.9062
780,1,3,0.9584,2,-0.631,3,0.5767,2,-0.2554
781,2,3,0.6697,2,-0.0258,3,0.9299,3,-0.701
782,3,3,0.688,3,0.1531,3,0.9381,3,0.8225
783,2,2,0.7223,2,-0.9451,3,0.8402,3,0.6908
784,2,4,0.4678,3,-0.3818,4,0.9161,4,0.771
785,3,3,-0.3612,3,-0.6808,3,0.7506,3,0.6969
786,3,3,0.6542,2,-0.7074,3,0.9096,3,0.9459
787,4,3,0.7466,3,-0.8086,4,0.9595,3,0.97
788,2,2,-0.9326,2,-0.832,3,0.9583,2,0.128
789,2,3,0.836,2,-0.5765,3,0.938,2,-0.6253
790,4,3,0.8126,2,-0.8248,3,0.9594,2,0.25
791,3,3,0.8819,2,0.3182,3,0.8779,3,-0.832
792,2,2,0.5719,2,-0.7314,3,0.8118,2,-0.9136
793,3,4,0.7311,4,0.7391,4,0.891,3,0.9459
794,3,3,0.6956,3,0.5182,4,0.8658,3,0.6423
795,2,3,0.8338,2,-0.3962,3,0.9744,2,0.7964
796,4,3,0.9231,3,-0.8406,4,0.3818,3,0.7902
797,1,1,-0.8832,1,-0.9108,2,0.2249,1,-0.4201
798,4,4,0.7096,5,0.9493,4,0.9245,4,0.8555
799,3,3,-0.5041,2,-0.973,3,0.8023,2,-0.4497
800,3,3,0.9531,3,-0.6705,3,0.802,3,0.5574
801,3,2,-0.8531,2,0.2242,3,0.927,2,-0.1428
802,3,2,0.2012,2,-0.8808,3,0.9279,2,-0.2732
803,5,4,0.872,4,0.7612,4,0.8765,4,0.599
804,1,2,-0.4092,2,-0.8822,2,0.6124,2,-0.5106
805,2,3,0.8957,3,0.8651,3,0.7304,3,0.7003
806,2,3,-0.6182,2,-0.6597,3,0.949,2,0.34
807,1,3,0.9116,3,-0.6508,3,-0.09,3,0.5984
808,2,3,-0.0956,3,-0.9494,3,0.7311,3,0.8723
809,3,3,0.7227,3,0.7221,4,0.7096,3,0.714
810,4,3,-0.5719,2,-0.6071,3,0.9385,3,0.4876
811,2,3,0.5719,3,-0.5267,3,0.8356,3,-0.3919
812,3,3,-0.8227,3,-0.09,3,0.8701,3,0.9294
813,2,2,0.9144,2,-0.5693,3,0.9926,2,-0.2112
814,3,3,0.3071,2,-0.8766,3,-0.6177,3,0.9435
815,4,4,0.714,4,0.4331,4,0.7227,3,0.8964
816,3,3,0.6908,2,-0.9044,3,0.7896,2,-0.6187
817,2,2,0.8847,2,0.4767,3,0.9647,2,-0.5837
818,3,3,0.4607,3,-0.0396,3,0.9406,2,-0.3322
819,3,4,0.9022,4,0.8442,4,0.9624,4,-0.6446
820,2,3,0.5927,2,-0.9445,3,0.9291,3,0.0609
821,3,3,-0.4588,3,0.296,3,0.9364,2,-0.4215
822,2,2,-0.7757,2,-0.3202,2,0.6858,2,0.7346
823,4,4,0.5574,3,0.8271,3,0.8883,3,0.7218
824,3,3,0.8481,3,0.8525,4,0.875,3,0.854
825,2,2,0.296,2,-0.2865,3,0.8822,2,-0.8844
826,2,3,0.1531,2,-0.0644,3,0.7232,3,0.5507
827,3,2,-0.9392,2,-0.9313,3,0.9583,2,-0.0496
828,3,3,0.9479,3,-0.34,4,0.7267,3,0.81
829,3,3,0.5346,2,-0.9675,3,0.9396,3,0.6858
830,5,5,0.9178,4,0.8542,4,0.9129,4,0.8779
831,2,3,0.8268,2,-0.7783,3,0.741,3,0.5256
832,4,3,0.7717,3,-0.985,3,0.8716,3,0.9186
833,2,2,0.8689,2,0.4404,3,0.8376,2,0.3054
834,2,3,0.2228,2,-0.8506,3,0.9669,3,-0.9305
835,1,3,-0.8274,3,-0.6542,3,0.8524,3,0.8126
836,3,3,0.2177,2,0.5571,3,0.9587,3,-0.9629
837,5,4,0.9209,5,0.9136,4,0.8885,4,0.743
838,2,3,0.6908,2,-0.7202,3,0.9551,3,0.9509
839,4,3,0.6369,3,-0.0644,3,0.1511,3,0.9553
840,2,2,0.2228,2,-0.935,2,0.8757,3,-0.4987
841,4,3,0.7184,3,-0.0531,3,0.0,3,0.6361
842,2,2,-0.5637,2,-0.4195,3,0.9324,2,0.6486
843,4,3,-0.1027,3,0.5709,3,0.8844,3,0.0992
844,3,3,0.7845,2,-0.9549,3,0.9032,3,0.6983
845,3,3,0.6401,2,-0.9519,4,0.8517,3,0.6995
846,3,2,0.598,2,-0.0772,3,0.8829,2,-0.9551
847,1,2,0.8565,2,0.5006,2,0.2363,2,-0.2197
848,1,2,-0.5165,1,-0.6131,3,0.9449,2,-0.0
849,3,4,0.8151,3,-0.6378,4,0.7339,3,0.7096
850,3,4,0.765,3,0.8873,4,0.8591,3,-0.5423
851,2,2,-0.3928,2,-0.8467,2,0.6597,2,0.296
852,3,3,-0.1901,3,0.1779,4,0.9392,3,0.836
