i,score,my,my_sen,else,else_sen,nice,nice_sen,honest,honest_sen
425,2,2,0.5499,2,-0.7938,2,0.5574,2,-0.7807
426,2,3,0.9528,2,-0.8887,3,0.8371,2,0.9511
427,3,3,0.4019,2,-0.841,3,0.8934,3,0.7778
428,4,4,0.9042,3,0.4201,4,0.9081,3,0.9308
429,2,3,0.9888,2,-0.7308,3,0.9885,2,0.8932
430,4,4,0.1254,3,-0.8519,3,0.9638,3,-0.9259
431,2,3,0.8397,2,-0.7264,3,0.9715,2,-0.34
432,5,4,0.9823,3,0.8701,4,0.8686,3,0.8089
433,2,3,0.6956,3,-0.6956,3,0.8294,3,-0.7
434,5,3,-0.1405,3,-0.9187,3,0.7096,3,0.7658
435,2,3,-0.34,2,-0.9111,3,0.9691,2,0.8311
436,4,3,0.8765,3,-0.128,3,0.9628,3,0.7893
437,2,2,-0.1154,2,-0.8677,3,0.7901,2,0.7939
438,2,3,-0.3612,2,-0.7469,3,0.9852,3,0.9493
439,3,2,0.3487,2,0.6604,3,0.9853,2,-0.3131
440,3,2,-0.8338,2,-0.0667,2,0.962,2,0.7552
441,3,3,0.0516,2,-0.7881,3,0.9661,3,0.1945
442,3,3,-0.0883,2,0.1131,3,0.9422,2,0.9382
443,3,3,0.836,3,-0.7506,4,0.7269,3,0.7808
444,5,3,0.872,3,0.1154,4,0.9545,3,0.8152
445,3,2,-0.1058,2,-0.1553,3,0.41,3,0.3818
446,2,2,0.7783,2,-0.4767,3,0.8356,2,-0.8225
447,2,3,-0.2507,2,0.5253,3,0.9508,3,-0.4939
448,2,3,-0.6894,2,0.712,3,0.9559,2,-0.6817
449,3,3,0.7814,3,-0.6711,3,-0.2263,3,-0.5927
450,3,3,0.8442,3,-0.3182,3,0.9151,2,-0.8179
451,4,3,0.7506,3,-0.8887,4,0.9682,3,0.0516
452,6,4,0.9843,4,0.8402,5,0.8402,4,0.9881
453,3,3,-0.4993,2,0.185,3,0.9617,2,0.2263
454,2,2,0.8754,2,-0.7104,3,0.9703,2,-0.9379
455,4,3,0.9455,3,-0.2732,3,0.9797,2,-0.7227
456,2,2,0.8271,2,-0.9575,2,0.8959,2,-0.8655
457,2,3,0.9144,2,-0.9022,3,0.9922,2,0.9413
458,3,3,0.705,3,-0.2617,3,0.7747,3,-0.7288
459,2,3,-0.6858,2,-0.9361,3,0.5015,3,0.3952
460,2,3,0.791,2,-0.5907,2,0.9867,2,-0.7692
461,4,4,0.887,4,0.9396,4,0.9466,3,0.9224
462,6,3,0.9205,3,0.6486,4,0.7579,3,0.6361
463,3,3,0.9804,3,0.0726,3,0.518,2,0.6563
464,2,2,-0.2376,2,-0.8271,3,0.9762,2,0.5664
465,2,3,-0.1015,2,-0.7579,2,0.9784,2,0.3182
466,2,2,0.0,2,0.3027,2,0.9614,2,0.0392
467,1,3,0.069,2,0.5766,3,0.8704,2,0.8665
468,4,3,0.7506,3,-0.2144,3,0.9032,2,0.2732
469,2,3,0.6956,3,-0.9423,3,0.9677,2,0.1174
470,4,4,0.8555,3,0.8747,4,0.9246,4,0.9423
471,2,3,0.9229,2,-0.5513,3,0.9811,2,-0.7486
472,1,2,-0.0665,2,-0.7884,2,0.9083,2,-0.3481
473,2,2,0.6203,2,-0.8404,3,-0.9342,2,-0.5467
474,2,3,0.8917,2,-0.6956,2,0.9694,2,0.5258
475,3,3,0.8393,3,0.8583,3,0.875,3,0.9246
476,3,3,0.0795,2,0.8883,3,0.9793,3,-0.203
477,2,3,-0.6777,3,-0.6492,3,0.8418,2,-0.4497
478,3,3,0.9511,3,-0.1043,3,0.9766,3,0.9029
479,2,2,-0.1831,2,-0.5583,3,0.8763,2,-0.0516
480,3,3,0.3135,3,-0.7783,3,0.872,2,-0.9593
481,3,3,0.6187,2,-0.4232,3,0.9021,3,0.8121
482,2,3,0.2054,2,-0.9443,3,0.8455,3,-0.2853
483,4,4,0.8847,3,0.8397,4,0.875,3,0.7579
484,3,3,0.9694,3,0.7876,3,0.6908,3,0.9152
485,3,3,0.8126,3,0.6908,3,0.9343,3,0.9218
486,4,3,0.958,3,-0.9602,3,0.8204,3,0.8718
487,3,3,-0.296,2,0.3901,3,0.899,2,0.8905
488,3,3,0.9902,3,-0.7615,4,0.9286,3,0.9449
489,2,3,-0.2289,2,-0.9099,3,0.9722,3,-0.5272
490,3,3,-0.25,2,0.4793,3,0.9756,3,0.3182
491,3,3,0.3025,2,-0.9314,3,0.9428,3,0.5574
492,1,2,0.6777,2,-0.363,2,-0.7723,2,-0.7231
493,2,3,0.7692,3,-0.6486,4,0.9612,3,0.9201
494,3,3,0.5789,2,-0.9442,3,0.767,3,-0.2223
495,2,2,0.0387,2,-0.8342,2,-0.0704,2,-0.1043
496,3,3,0.6035,2,-0.9506,3,0.9787,3,0.9555
497,4,3,0.6249,2,-0.9083,3,0.8271,2,-0.7096
498,3,3,0.9482,2,0.5719,3,0.9921,3,0.9359
499,2,3,0.5574,2,-0.8749,3,0.5023,3,0.765
500,3,3,0.9638,2,-0.8526,3,0.983,2,0.8714
501,1,2,0.2846,2,0.8964,2,0.9313,3,0.2366
502,3,3,0.8859,3,0.6642,3,0.9803,3,0.631
503,4,3,0.8864,2,-0.9245,3,0.9825,2,-0.9584
504,3,3,-0.5267,3,-0.7351,3,0.9406,3,0.2059
505,2,2,0.8398,2,-0.1634,2,0.9856,2,-0.6652
506,3,3,0.0644,3,0.1154,3,0.8481,2,0.7134
507,4,3,0.4588,3,-0.659,4,0.886,3,-0.4811
508,3,3,-0.3182,2,-0.9178,3,0.9738,2,0.8998
509,2,3,-0.2846,2,-0.7104,3,0.9723,2,-0.296
510,2,3,-0.2023,2,-0.7114,3,0.7842,2,0.1103
511,2,2,0.3272,2,-0.8401,3,0.836,2,-0.8442
512,3,3,0.3002,3,-0.8961,3,0.8937,3,0.7615
513,2,3,-0.8471,2,-0.6976,3,0.9402,2,-0.6832
514,3,3,0.3898,3,-0.7579,3,0.9541,3,0.8832
515,4,3,0.8402,3,0.4404,3,0.4767,3,-0.0
516,2,2,-0.7455,2,-0.9405,3,0.9068,2,-0.7184
517,3,3,-0.1901,3,-0.09,3,0.8883,2,0.1027
518,4,3,0.9198,3,-0.8205,4,0.7269,3,0.7096
519,6,4,0.9224,4,0.7794,4,0.9098,3,0.8437
520,3,3,0.1027,3,0.749,4,0.7807,2,0.5789
521,4,4,0.9593,3,0.831,4,0.9538,3,0.2374
522,3,3,0.5789,3,0.5023,3,0.991,2,-0.1901
523,2,2,-0.0266,2,-0.9126,3,0.973,2,-0.1451
524,1,3,0.3112,2,0.2617,3,0.9118,2,-0.8582
525,5,3,0.8591,3,0.4202,4,0.928,3,0.7269
526,5,3,0.886,3,0.867,4,0.8481,3,0.7964
527,5,3,-0.0129,3,-0.7684,4,0.6908,3,-0.297
528,3,3,0.7579,3,0.4005,4,0.9698,3,0.7096
529,1,2,-0.5423,2,-0.8701,3,0.9823,3,0.5341
530,4,3,0.6486,3,-0.9296,4,0.9287,3,0.8999
531,2,3,-0.2547,2,-0.5286,2,0.9596,2,0.7939
532,2,2,-0.875,2,-0.9308,2,0.9607,2,0.5778
533,3,3,0.8741,2,0.1131,3,0.9788,2,0.429
534,4,3,0.7783,3,0.9334,4,0.9147,2,-0.8677
535,3,3,0.926,2,-0.8992,3,0.9206,2,-0.9062
536,2,3,-0.5267,2,-0.8926,3,0.9882,2,0.4005
537,3,3,0.8641,3,-0.5732,4,0.9744,3,0.8898
538,2,3,0.9167,3,-0.8576,3,0.9465,3,0.8844
539,4,3,0.8898,3,0.3648,4,0.9617,3,0.9744
540,5,3,0.3912,3,-0.2228,3,0.9274,3,0.9847
541,2,3,0.9772,3,-0.887,3,0.9349,2,0.4576
542,3,3,0.34,3,0.8622,4,0.9246,3,0.8792
543,2,3,0.2023,2,-0.8748,3,0.9457,2,-0.2644
544,3,3,0.0258,2,-0.8979,3,0.8998,2,0.6417
545,4,3,0.1986,3,-0.769,4,0.9129,3,0.9259
546,2,3,0.743,2,-0.6908,3,-0.8202,2,0.1779
547,3,3,0.9337,2,-0.0657,3,0.987,2,0.6217
548,3,2,-0.0023,2,-0.769,3,0.9658,3,-0.431
549,3,2,0.3013,2,-0.2514,2,0.8775,2,-0.9138
550,4,3,0.8559,3,-0.9384,3,0.9313,3,0.4583
551,4,4,0.9617,4,0.8625,4,0.8555,4,0.9087
552,3,3,0.9062,3,0.9272,4,0.8979,3,0.9174
553,2,3,-0.2766,2,-0.3979,3,0.8481,3,-0.4934
554,5,3,0.8892,3,0.5627,3,0.882,3,0.8248
555,3,3,0.8618,2,0.5766,3,0.5647,2,-0.5513
556,4,3,0.848,3,-0.6492,3,0.9731,3,0.8187
557,2,3,0.8944,2,-0.7788,3,0.8804,2,-0.1531
558,3,2,0.1513,2,-0.8658,2,0.8016,2,-0.8316
559,2,2,0.9255,2,-0.383,3,0.9705,3,0.8785
560,2,2,0.3071,2,0.5023,3,0.8807,2,-0.6712
561,5,4,0.9883,3,0.4705,4,0.9267,3,0.9457
562,3,3,-0.9702,3,-0.5301,3,0.9732,3,0.5267
563,2,2,-0.5857,2,-0.6914,2,0.9703,2,0.4612
564,4,3,0.8126,2,-0.9233,3,-0.7765,2,0.2008
565,2,2,0.7401,2,-0.9675,3,0.9843,2,0.4767
566,3,2,-0.3291,2,-0.8462,3,0.1655,2,0.6529
567,2,2,-0.6597,2,-0.8912,3,0.9727,2,-0.9288
568,3,3,0.5106,3,-0.9054,3,0.59,3,-0.4497
569,3,3,0.9113,2,0.4278,3,0.9387,2,-0.8746
570,2,3,0.4522,3,-0.8239,2,0.2989,3,-0.5692
571,2,2,-0.8126,2,-0.9024,3,0.5346,2,-0.4316
572,4,4,0.9052,3,0.8735,4,0.9674,3,0.9347
573,3,3,-0.8589,3,-0.8959,4,0.9458,3,0.4705
574,3,3,0.4387,3,0.6243,3,0.9796,3,0.7351
575,5,3,0.9387,3,-0.65,4,0.836,2,-0.5732
576,4,3,0.8284,3,0.9178,3,0.9035,3,0.9637
577,3,2,0.5253,2,-0.7476,3,0.852,2,-0.939
578,3,3,0.9853,3,-0.394,3,0.926,2,-0.0795
579,3,3,0.8865,3,0.0258,4,0.9595,3,0.8979
580,4,3,0.6597,3,0.8608,3,0.979,3,0.0679
581,4,3,0.9022,3,0.8519,3,0.7935,3,0.7391
582,3,2,0.5023,2,-0.2742,3,0.8925,2,-0.91
583,2,2,0.6542,2,-0.5927,3,0.8925,2,0.6116
584,2,2,0.5023,2,-0.6292,3,0.836,2,-0.7849
585,3,3,0.8176,3,0.944,3,0.1639,2,0.948
586,2,3,-0.5145,3,-0.6124,3,0.765,2,0.578
587,3,3,-0.7493,2,-0.9643,3,0.9758,3,-0.7905
588,4,3,0.9381,3,0.8746,4,0.9584,3,0.1154
589,3,3,-0.3291,2,-0.8462,2,0.9497,3,0.3818
590,2,2,0.8121,2,-0.8674,3,0.885,2,0.7605
591,2,3,0.5994,3,-0.0137,3,0.9552,3,0.5789
592,2,2,0.4588,2,-0.2514,2,0.9701,2,-0.6808
593,4,3,-0.3182,3,-0.6124,3,0.7845,3,-0.9386
594,2,2,0.5023,2,-0.8709,3,-0.8305,2,0.5384
595,4,3,0.3116,3,-0.7684,3,0.9628,3,-0.806
596,4,2,-0.7267,2,-0.8442,3,0.76,3,-0.4767
597,5,3,0.958,4,0.7939,4,0.9118,3,0.25
598,1,3,0.4933,3,-0.4464,3,0.8689,3,0.5928
599,3,2,0.7151,2,-0.9575,3,0.9796,3,-0.0436
600,4,3,0.3114,2,-0.7235,3,0.9647,2,0.128
601,1,3,0.9318,2,-0.5038,3,0.9513,2,-0.3197
602,4,3,0.9287,3,0.8847,3,0.967,3,0.7845
603,3,3,0.7579,3,-0.9495,4,0.8316,3,0.9456
604,1,2,-0.7543,2,-0.9154,2,0.7584,2,-0.1162
605,3,3,-0.3085,2,0.4215,3,0.927,3,-0.4944
606,4,3,0.5984,3,-0.9341,3,0.5994,2,0.5106
607,3,3,0.2023,3,-0.25,3,0.9635,3,-0.9247
608,3,3,0.8126,3,-0.5106,3,0.7684,3,0.929
609,2,2,0.4497,2,-0.9254,2,0.8015,2,-0.9267
610,3,3,0.3007,3,-0.2846,3,0.5789,2,-0.0387
611,2,3,0.9403,2,-0.3919,3,0.7964,2,0.7063
612,4,3,0.9628,3,-0.0627,4,0.886,3,-0.9477
613,2,3,0.631,2,-0.8576,3,0.8267,2,-0.5267
614,4,3,0.9606,3,-0.872,3,0.9798,3,0.0516
615,1,3,-0.8316,2,0.0379,3,0.8988,2,-0.4949
616,3,3,0.4369,2,-0.9509,3,0.7838,2,0.9576
617,3,2,0.8591,2,0.7816,3,0.9771,2,0.7304
618,2,3,-0.2144,2,0.7859,2,0.9619,3,0.1935
619,2,3,-0.3498,2,-0.2885,3,0.9258,3,0.5018
620,4,3,0.7506,3,-0.9313,3,0.9698,3,0.5423
621,2,3,0.926,2,-0.9225,3,-0.7403,2,-0.8338
622,2,3,0.4319,3,-0.1908,3,0.7869,2,-0.8063
623,2,3,0.6956,3,-0.4019,3,0.9854,2,0.4988
624,2,3,0.9604,3,-0.3409,4,0.6757,3,0.8407
625,3,3,0.5017,2,0.1238,3,0.9939,2,-0.8667
626,2,2,0.8542,2,-0.9326,3,0.8481,2,-0.9338
627,3,3,0.9371,3,-0.8205,3,0.8908,2,-0.6295
628,1,2,-0.7477,2,0.368,3,0.9861,3,0.3285
629,3,3,0.5927,2,-0.3919,3,0.9376,2,0.7502
630,2,3,0.9807,3,0.4767,3,0.9195,3,-0.7586
631,3,2,-0.769,2,-0.8625,3,0.9407,2,0.6639
632,4,4,0.907,3,0.9562,4,0.8834,3,0.6115
633,2,3,-0.5871,3,-0.5789,3,0.9855,2,-0.743
634,5,3,0.9659,3,-0.0308,3,0.8932,3,0.7579
635,3,2,-0.7689,2,-0.0772,2,0.8225,2,0.1159
636,3,3,0.09,3,-0.1531,3,0.7351,3,-0.88
637,2,3,0.675,2,0.3612,2,0.9781,2,0.5553
638,3,3,-0.3757,2,-0.298,3,0.6255,2,-0.1793
639,3,3,0.9574,2,-0.8922,3,0.9495,2,-0.3142
640,3,3,0.6124,3,-0.4404,4,0.9485,3,0.1655
641,4,3,0.9781,3,0.8199,3,0.9217,3,0.5527
642,2,3,0.7814,3,0.714,4,0.982,3,0.7227
643,2,3,0.8911,3,-0.945,3,0.9462,3,0.3818
644,3,3,0.5994,3,-0.8275,3,0.7906,3,0.128
645,3,3,-0.0644,3,0.6486,3,0.8885,2,0.8678
646,2,3,0.9186,2,-0.9326,3,0.881,2,-0.6099
647,1,2,-0.765,2,-0.8023,3,0.8442,2,-0.5028
648,2,2,-0.8585,2,-0.9111,3,-0.8336,3,-0.431
649,2,3,0.4588,2,-0.9109,3,-0.7681,2,0.5003
650,2,2,-0.2023,2,-0.3412,2,0.8991,2,0.8442
651,3,3,0.8402,3,-0.6964,3,0.8807,3,0.8582
652,4,4,0.5346,3,0.7964,4,0.8225,3,0.8176
653,3,2,0.8858,2,-0.8901,3,0.6981,2,0.6152
654,2,3,0.1406,3,0.2023,3,0.8687,2,0.7123
655,3,3,0.8559,2,-0.9089,3,0.7906,3,0.8801
656,6,4,0.9208,3,0.5187,4,0.836,3,0.9523
657,3,3,0.9718,3,-0.9295,3,0.9607,3,0.7851
658,4,3,0.4976,2,-0.5127,3,0.8648,3,0.4755
659,2,3,0.04,3,-0.3239,3,0.9545,3,0.7864
660,3,3,0.8338,3,-0.4588,3,0.9512,2,0.6187
661,4,3,0.5499,3,-0.1406,3,0.9306,3,-0.9013
662,5,3,0.9659,3,-0.3612,4,0.8481,3,0.836
663,3,3,0.0516,2,0.9052,3,0.9659,3,0.4497
664,1,2,-0.7096,2,0.1833,2,0.9801,2,0.4639
665,3,3,0.3377,3,-0.7479,3,0.9656,3,0.9623
666,2,3,0.161,3,0.6369,3,0.7848,2,-0.7845
667,3,3,0.9497,3,0.4128,4,0.9402,3,0.8442
668,2,2,0.1154,2,-0.9501,3,0.8168,2,0.7485
669,1,3,0.3933,3,-0.6753,2,0.9695,3,0.222
670,2,3,0.6187,3,-0.3919,3,0.946,3,0.9074
671,2,3,0.2014,2,-0.6965,3,0.9382,2,-0.8922
672,2,3,0.9299,3,-0.8823,4,0.9231,3,0.743
673,4,3,0.9067,3,0.8074,4,0.9899,3,0.6249
674,3,3,0.2263,3,0.4019,3,0.93,3,-0.9011
675,4,3,0.9644,3,0.4298,3,0.872,3,0.6304
676,3,3,0.1779,3,-0.1531,3,0.8716,2,0.9178
677,3,3,-0.4922,2,-0.8625,3,0.3291,3,-0.9583
678,2,2,-0.781,2,-0.8385,2,0.965,2,0.7096
679,4,4,0.9255,3,-0.5106,4,0.743,3,0.9579
680,4,3,-0.8198,2,0.8388,3,0.7492,2,0.016
681,4,3,0.9042,3,-0.8409,4,0.9517,3,0.296
682,2,2,0.4019,2,0.128,2,0.4743,2,0.7048
683,2,3,0.8223,3,0.0276,3,0.8767,2,0.8207
684,3,3,0.4215,3,-0.363,3,0.7503,3,0.9196
685,3,3,0.6622,3,-0.5267,3,0.9601,3,-0.4127
686,3,3,0.8225,3,-0.3892,3,0.8555,3,0.6808
687,2,2,0.0258,2,-0.8462,3,0.9748,2,0.64
688,5,3,0.7906,4,0.7506,4,0.9136,3,0.6705
689,3,2,-0.2846,2,-0.8381,2,0.9489,2,-0.9153
690,2,3,0.4854,3,0.5378,3,0.9517,2,0.845
691,4,4,0.6542,3,0.1531,4,0.8822,3,0.7579
692,3,3,0.6705,3,-0.5833,3,-0.8124,3,0.9762
693,5,3,0.4939,3,-0.5719,4,0.8271,3,0.8357
694,4,3,0.948,2,-0.9101,3,0.7825,3,0.4153
695,4,4,0.9382,4,0.9094,4,0.8689,3,0.4933
696,2,3,0.8638,3,-0.6243,3,0.9621,3,0.8322
697,3,3,-0.7947,3,0.6848,3,0.9098,3,-0.5272
698,3,3,0.753,3,-0.5023,3,0.9711,3,0.8963
699,3,3,-0.6124,2,-0.8316,3,0.714,2,0.8911
700,3,2,0.3265,2,-0.8381,3,0.3716,2,0.1541
701,3,3,-0.4644,3,-0.5567,3,0.507,2,-0.296
702,3,3,-0.1531,3,-0.5719,3,0.8085,3,0.3774
703,4,3,0.7992,3,-0.204,3,0.8655,3,0.3818
704,2,2,-0.7006,2,-0.2562,3,0.9267,3,0.1027
705,3,3,0.714,3,0.703,3,0.9524,3,0.836
706,2,3,0.3857,2,0.631,3,0.8774,2,-0.1081
707,4,3,0.6465,3,-0.744,4,0.836,3,0.5569
708,2,2,0.3612,2,-0.9536,3,0.9664,2,-0.3863
709,3,3,-0.85,3,-0.7062,3,0.958,3,0.6757
710,4,3,0.4489,2,-0.9605,3,0.8271,2,-0.9421
711,3,3,-0.2837,3,-0.8126,3,0.9589,3,0.4848
712,3,3,0.5542,2,-0.5513,3,0.2984,3,0.8458
713,4,3,0.97,3,-0.5038,3,0.9723,3,-0.9232
714,3,3,0.431,3,-0.5732,3,0.9665,3,0.7615
715,2,2,0.9348,2,0.5789,2,0.8147,2,-0.8958
716,2,2,0.6033,2,-0.8167,2,0.3931,2,0.2337
717,2,3,-0.3376,2,0.5719,3,0.6124,2,-0.0772
718,3,3,0.6038,3,-0.8519,3,0.9566,3,-0.8706
719,2,3,0.8739,2,-0.5875,2,0.9081,2,0.9386
720,3,3,-0.0211,2,-0.8576,3,0.9537,2,0.9044
721,1,3,0.93,2,-0.3291,3,0.965,3,0.0759
722,2,3,0.8272,2,-0.363,3,0.9306,3,-0.4767
723,4,3,0.6542,3,-0.9496,3,0.8126,3,0.93
724,2,3,-0.314,2,-0.9203,2,0.9933,2,-0.9404
725,1,2,-0.7181,2,-0.363,3,0.857,2,-0.4019
726,2,3,0.5316,2,-0.8504,3,0.8622,2,0.0931
727,3,3,0.878,2,0.6369,3,0.8934,2,0.0772
728,1,2,-0.1531,2,-0.4232,2,0.8793,2,-0.2151
729,2,3,-0.5187,3,-0.3818,3,0.9549,3,0.7295
730,3,3,-0.4821,2,-0.1531,3,0.7105,2,-0.9091
731,3,3,0.318,2,-0.9392,3,0.959,3,-0.8235
732,4,3,0.9782,3,0.9097,4,0.9245,3,0.9058
733,2,2,-0.5576,2,-0.8406,3,0.8123,2,-0.8782
734,2,2,-0.6667,2,-0.832,3,0.9607,2,-0.8657
735,4,3,0.7808,3,-0.5859,3,0.9909,2,0.9112
736,3,3,0.9041,2,-0.2617,3,0.8957,3,0.9531
737,4,3,0.9842,3,0.743,3,0.9423,2,0.9856
738,2,3,0.4588,2,-0.8673,3,0.9603,2,-0.5106
739,1,3,0.7455,2,-0.8519,3,0.9633,2,-0.3533
740,2,3,0.9441,2,-0.8628,3,0.891,2,-0.5038
741,4,3,0.7391,3,-0.6172,3,0.9603,3,-0.9485
742,2,3,0.802,3,-0.9585,4,0.8807,3,0.0761
743,1,2,0.0369,2,-0.5417,2,0.9841,2,-0.4809
744,4,4,0.9011,3,0.6679,4,0.9062,3,0.9822
745,2,3,0.1655,2,-0.3311,3,0.9464,3,-0.5958
746,5,3,0.8459,3,0.705,4,0.836,3,0.8783
747,6,4,0.9459,3,0.1531,4,0.9412,3,0.8832
748,2,2,-0.8412,2,-0.767,2,-0.6116,2,-0.5297
749,3,2,-0.5729,2,-0.7717,2,0.9732,2,-0.6758
750,3,3,0.6441,2,-0.7819,3,0.9766,3,0.26
751,3,3,0.7991,2,-0.8551,3,0.9653,2,-0.5886
752,4,3,0.4215,2,-0.9655,3,0.6542,2,0.6529
753,2,2,-0.4599,2,0.5927,2,0.7459,2,-0.6835
754,3,3,0.4497,2,-0.8809,3,0.9442,3,0.5374
755,4,2,0.6779,2,0.5706,3,0.9772,2,0.9693
756,2,3,0.8608,3,-0.769,3,0.5187,3,-0.7469
757,5,3,0.9281,3,0.4601,4,0.9857,3,-0.9013
758,2,3,0.8847,3,0.5267,3,0.9041,3,0.9245
759,4,3,0.7351,2,-0.8542,3,0.8948,2,-0.4417
760,5,4,0.7427,3,0.6249,4,0.8979,3,0.9195
761,4,3,0.4939,3,0.8316,3,0.6476,2,-0.0516
762,4,3,0.3142,3,0.2486,4,0.9273,3,0.8703
763,3,3,0.5023,3,0.5488,3,0.9557,3,-0.168
764,4,3,0.8898,3,-0.2644,3,0.891,3,0.9168
765,2,3,0.5859,2,-0.6661,3,0.9657,2,0.4497
766,4,3,0.893,2,-0.7469,3,0.9636,2,-0.2746
767,4,3,0.8099,3,0.9161,3,0.9453,3,0.9167
768,2,3,0.3637,2,0.6349,2,0.7224,3,-0.3281
769,1,2,0.8789,2,-0.7786,2,0.9595,2,-0.5859
770,3,2,0.1796,2,-0.8573,3,0.7323,2,-0.8736
771,3,3,0.6808,3,0.5574,3,0.7935,2,0.8126
772,1,2,0.6428,2,-0.8925,3,0.9151,3,0.4712
773,3,3,-0.4215,2,-0.7829,3,0.9392,3,0.9259
774,3,4,0.9134,3,0.7311,3,0.9561,3,-0.1406
775,2,3,-0.2263,2,-0.0452,3,0.8631,2,0.3666
776,2,2,0.4391,2,-0.9054,3,0.7935,3,-0.1901
777,4,3,0.7654,2,-0.8013,3,0.8885,3,0.3291
778,4,3,0.5574,3,0.8885,4,0.8402,3,0.9001
779,4,3,0.9513,3,0.9279,4,0.886,3,-0.6428
780,1,2,0.4045,2,0.7902,2,0.9745,2,-0.4497
781,2,3,0.2574,2,-0.8608,2,0.9684,2,0.9149
782,3,3,0.8466,3,-0.9114,3,0.9542,3,0.9294
783,2,3,0.5187,2,-0.5732,3,-0.1882,2,-0.3069
784,2,3,0.7137,3,0.7387,3,0.7096,2,-0.7096
785,3,3,0.9517,3,0.6956,3,0.9428,2,0.9508
786,3,3,0.9515,2,-0.3331,3,0.9236,2,-0.8087
787,4,3,0.8625,3,0.2936,4,0.9215,3,0.8922
788,2,3,0.9093,2,-0.9267,3,0.882,2,0.2732
789,2,3,0.6366,3,-0.9469,3,0.9382,3,0.5994
790,4,3,-0.7506,3,0.8537,3,0.8016,3,0.6164
791,3,3,0.3182,3,0.4019,3,0.6908,2,-0.7822
792,2,2,-0.453,2,-0.7476,2,0.9815,2,-0.1538
793,3,3,-0.4215,3,-0.7872,3,0.7845,3,0.807
794,3,3,0.7795,3,-0.9056,3,0.9421,3,-0.9721
795,2,3,0.1513,2,0.0,3,0.8643,2,0.4039
796,4,3,0.9481,3,-0.3277,4,0.8718,3,0.8481
797,1,1,0.8406,1,-0.6964,2,0.8859,1,-0.5256
798,4,4,0.9118,4,0.7783,4,0.9716,4,0.8444
799,3,3,0.3612,2,-0.8522,3,0.9014,2,-0.383
800,3,4,0.991,3,-0.5815,3,0.9436,3,0.5106
801,3,3,0.5789,2,-0.6635,3,-0.7759,3,-0.8179
802,3,2,0.863,2,-0.8181,2,0.899,2,0.6802
803,5,3,0.9018,4,0.9087,4,0.8934,3,0.9365
804,1,3,0.1761,2,0.3643,2,0.875,3,0.296
805,2,3,0.9168,3,-0.8611,3,0.8481,3,0.959
806,2,2,-0.1248,2,0.1516,3,0.923,2,-0.3195
807,1,2,-0.0382,2,0.7096,3,0.9568,3,0.9552
808,2,3,-0.769,3,0.7394,3,0.9611,3,0.9042
809,3,3,0.8074,3,0.4019,3,0.9538,3,0.9836
810,4,3,0.9497,2,-0.8976,3,0.9032,3,-0.3639
811,2,3,0.8881,3,0.0719,3,0.9601,3,0.8042
812,3,3,0.9294,2,-0.7077,3,0.802,2,-0.7477
813,2,3,0.3506,2,-0.5732,3,0.1521,3,-0.193
814,3,3,0.7296,3,0.6486,3,0.836,3,0.2361
815,4,3,0.9682,3,-0.3291,4,0.9623,3,-0.7518
816,3,3,0.7583,2,-0.802,3,0.5634,3,0.743
817,2,3,0.5346,3,0.8442,3,0.866,3,-0.3182
818,3,2,-0.2846,2,-0.4556,3,0.9042,2,-0.8989
819,3,4,0.9583,3,0.6245,4,0.969,3,0.9259
820,2,3,0.684,2,-0.4932,3,0.9343,2,-0.8911
821,3,2,-0.0994,2,-0.8704,3,0.9144,3,0.164
822,2,2,0.7351,2,-0.8834,3,0.9796,3,0.3291
823,4,3,0.9818,3,0.3678,4,0.9169,3,0.5423
824,3,4,0.5994,3,-0.1531,3,0.848,3,0.0754
825,2,3,0.9477,2,-0.3498,3,0.8832,3,0.6055
826,2,3,0.6165,2,0.5915,3,0.8968,2,-0.25
827,3,3,-0.0772,3,-0.921,3,0.836,3,0.9367
828,3,3,0.9712,3,0.6808,3,0.9689,3,0.9267
829,3,3,0.805,3,-0.3612,3,0.8689,2,0.7612
830,5,4,0.9825,4,0.8905,4,0.7785,3,0.5256
831,2,3,0.9559,3,0.1298,3,0.6329,2,-0.6956
832,4,3,-0.5789,3,-0.4767,3,0.9156,3,0.9224
833,2,2,-0.6677,2,-0.5513,2,0.2479,2,-0.6711
834,2,3,-0.4019,2,-0.8914,3,0.9781,2,0.9386
835,1,3,0.8074,2,0.2596,3,0.9062,2,0.9107
836,3,3,0.7822,2,-0.9559,3,0.9423,3,-0.4949
837,5,3,0.9081,3,0.962,4,0.7506,3,0.9267
838,2,3,-0.8248,2,-0.9022,3,0.9809,3,0.7506
839,4,3,0.9621,3,0.815,3,0.9877,3,0.9468
840,2,3,0.7615,2,-0.9725,2,0.9324,2,-0.4514
841,4,3,0.8591,3,-0.6956,3,0.9201,2,-0.9056
842,2,2,0.25,2,-0.7227,3,0.7184,3,0.2732
843,4,3,0.9118,3,0.2999,3,0.9312,3,0.9271
844,3,3,0.9695,2,-0.7515,3,0.9434,3,0.6306
845,3,3,-0.4587,2,-0.8678,3,0.8589,2,-0.6811
846,3,2,-0.0772,2,-0.5038,3,0.9704,2,-0.729
847,1,2,-0.3597,2,0.6836,2,0.9911,2,0.8698
848,1,2,-0.2514,2,0.1027,2,0.906,2,-0.5975
